Unnamed: 0,reviewText,image,sentiment,emotion
147,"Happy with the quality and theres a lot.
Would buy again.
Delivery was quick too, to So. Cal.Shiny ballsShiny ballsShiny balls",https://images-na.ssl-images-amazon.com/images/I/71knXro0+OL._SY88.jpg,positive,happiness
148,"I am a beginner knitter and wanted to purchase a set that would include a variety of needle sizes and cords.  I was happy to discover this set at Michaels but the price was a little steep,  but of course after a quick search on Amazon I found the price much more reasonable that retail.

The set comes with 12 needle sizes and 5 cord sizes.  I actually only utilize one cord which is the 16"" as I primarily knit cable knit beanies for the winter season.  When making these I prefer circular needles as it is easier for me to just continuing around until I begin decreasing and changing to double pointed needles to close off the beanie.  I find I make beanies quicker using the circular needle method rather than traditional needles and as I am not an expert at joining in the end (my joins end up quite obvious) I definitely love the fact you cannot tell where the beginning and end is using these circular needles.  I actually purchased a spare replacement Clover 16"" cord on Amazon so I could have two projects going on at the same time if I wanted to have a little variety at times.  I absolutely love the fact that the replacement cords are readily available for separate purchase as it makes the investment of this set more satisfying.

The quality of the needles are exceptional.  They are bamboo which makes it very lightweight compared to metal ones offered in other sets.  I prefer the bamboo material for needles as it grips the yarn - it has less slippage than metal needles- which makes it easier as a beginner knitter for its disheartening when you accidentally drop your stitches when placing your work down for a moment.  I find the bamboo needles easier for me to have a equal tension and uniformity in knitting as well so my rows are not too tight or too loose.  If perhaps you are a more experienced knitter who likes speed I think you may be a little slowed by the bamboo needles gripping the yarn.

I often have to interchange needles in beanies and find it very easy to do so with this set.  When making beanies the pattern often calls for smaller needles for the ribbing portion such as in a fold over beanie and then a switch to larger needles for the remainder of the beanie.  The only problem I have had has been with the metal joints securing the needles.  They are a very smooth transition as my yarn doesn't get caught on it at all; however, when knitting for many rows I find the metal joints slowly unscrewing themselves.  I always am expecting this as it has always happened so I always make sure to tighten and re screw these joints every so often.  I still feel this is an amazing set despite this problem as the pros definitely outweigh this minor nuisance.Lightweight and smooth - easily interchangeable but does screw off at metal joint after knitting a whileLightweight and smooth - easily interchangeable but does screw off at metal joint after knitting a whileLightweight and smooth - easily interchangeable but does screw off at metal joint after knitting a while",https://images-na.ssl-images-amazon.com/images/I/71CMWaS54UL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/7151aIM7ZXL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81pV9aj5BrL._SY88.jpg,positive,sadness
149,"The X3000 model is nearly identical to the current X2000 blade handle. The only difference is that it is slightly longer and has a twist off cap beneath which you can store up to 5 #11 blades. It can be purchased for about 50 more than the X2000 model, and IMHO, it is worth it for the added utility and the fact that it comes with 3 spare #11 blades (see photo). Mechanically, in the hand, and in action -- the X2000 and X3000 are essentially the same thing. I'm not a huge fan of the rubber grip material being used on the newer production models, but the rubber on my old model has started to get ""tacky"" so while mechanically it is still sound, it is time to get a newer model. The X2000/3000 is still the best knife I've ever used in my art and graphic design career for precision cutting.

~ KortMy Go-To X-Acto KnifeMy Go-To X-Acto KnifeMy Go-To X-Acto Knife",https://images-na.ssl-images-amazon.com/images/I/91hHLNU+NGL._SY88.jpg,positive,happiness
150,"I really love this set. The quality of the watercolors is quite high and I had no issues at all with saturation.  The case itself is really nice and I love that everything - palate, brush, sponge are all in one compact case with a thumbhole on the bottom for stability if you are holding it while painting.  I would consider myself an intermediate watercolorist and I have no complaints about the quality of this item.Love this set!Love this set!Love this set!",https://images-na.ssl-images-amazon.com/images/I/81aCDGPQhsL._SY88.jpg,positive,happiness
151,"These are not the child scissors I grew up with that had the circular tips and the butter knife dull edges! These little scissors work just as well as the adult scissors. They are small but a woman can easily use them, I am 5' 10"" with larger then average womans hands and I can use them see pics. These easily cut cleanly through the cardboard backing of a legal pad, they are very sharp scissors. The tips are rounded in but still sharp where it comes to a point, you can see this in the picture. While these are rated for ages 4 and up, be cautious with the kids and teach them not to touch the blade edge, it will cut you.Very sharp little scissors that actually cut very well!Very sharp little scissors that actually cut very well!Very sharp little scissors that actually cut very well!",https://images-na.ssl-images-amazon.com/images/I/61bhYWvnl+L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61Hnhi9USrL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61dC+pKvBwL._SY88.jpg,positive,happiness
152,Just what I was looking for! Fits an index card plus a few pieces of candy for my giveaways. The cellophane is thick/good quality. I also love how it's resealable. I made a couple mistakes and I was able to open them up and reseal without looking janky after. Highly recommended! They have lots of other sizes too so I'll be ordering again soon.Perfect!Perfect!Perfect!,https://images-na.ssl-images-amazon.com/images/I/71DpOQZT8CL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71c1ghIBshL._SY88.jpg,positive,happiness
153,"This worked great for a sci-fi themed murder mystery. I had a little trouble getting it to look smooth and not slightly blotchy, but that may have been user-error. I have a lot of allergies but did not react at all to wearing this paint over half my face for about six hours. I did not put it on my lips or eyes (used matching eye shadow and lipstick).Very nice, great for sensitive skinVery nice, great for sensitive skinVery nice, great for sensitive skin",https://images-na.ssl-images-amazon.com/images/I/51lB6GV5CSL._SY88.jpg,positive,happiness
154,Easy to make if you label all pieces. Loved this pattern.Easy and funEasy and funEasy and fun,https://images-na.ssl-images-amazon.com/images/I/81MoBe2UGnL._SY88.jpg,positive,happiness
155,Some of the best vinyl I have every used. Weeded easy and love the colors.Five StarsFive StarsFive Stars,https://images-na.ssl-images-amazon.com/images/I/71i+kZqkHWL._SY88.jpg,positive,happiness
156,"I got these at a local store in a pack of 36 for under 10$ so I didn't expect much and was really skeptical when I brought them home but once I put them to paper I was so please. I added pictures for comparison, obviously the prismacolors blend better but they both have awesome pigment. Either way if you're looking for pencils to color with or if you're a student or whatever you're gunna do with them, these pencils are a great alternative or reliable back up to higher end pencils. Another bonus is they don't roll around!Awesome pencilsAwesome pencilsAwesome pencils",https://images-na.ssl-images-amazon.com/images/I/61zibabEw1L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61SE24nIPRL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71zuF-k+zFL._SY88.jpg,positive,happiness
157,"This is the best deal I've ever found on hook and loop tape anywhere! At just 16 cents per foot, I was thrilled to find it, because I use it up so fast.  As you can see from the photos, the hook part and the lop part come I separate rolls, instead of stuck together like most. I love that I don't have to pull it all apart to use it. I also included photos because, if you're like me, a picture gives you a much better idea of how much you'll get. It's a huge amount!  I love it!This is the best deal I've ever found on hook and loop tape ...This is the best deal I've ever found on hook and loop tape ...This is the best deal I've ever found on hook and loop tape ...",https://images-na.ssl-images-amazon.com/images/I/71dsknDgowL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71eCh34J3KL._SY88.jpg,positive,happiness
158,"I found this product to work exactly as I had hoped.  It came with a knit pattern, but I only loom knit and crochet, so I decided to loom knit it.  That required just a minor bit of ""winging"" it (basically the top of the hat).  My giraffe head does not wobble at all (like some had stated.  I absolutely LOVE my final result and hope my little niece will too!Can't Top This!Can't Top This!Can't Top This!",https://images-na.ssl-images-amazon.com/images/I/81LnAam1JoL._SY88.jpg,positive,happiness
159,"Melted perfectly, makes a ton of candles.  I found that whatever empty container you are using for your candle, use it to scoop out 1 full scoop of soy wax leveled, then another scoop just under halfway full. When melted, this should fill your container full enough to leave room for the wick. We made about 12 8oz candles and still have over half a bag left.Melts to a beautiful creamy white, 10 lbs makes a lot of candles.Melts to a beautiful creamy white, 10 lbs makes a lot of candles.Melts to a beautiful creamy white, 10 lbs makes a lot of candles.",https://images-na.ssl-images-amazon.com/images/I/712465jRVaL._SY88.jpg,positive,happiness
160,"The tape shipped pretty fast from China. I ordered on  May 7th and received on May 27th. Unfortunately the listing doesn't state the dimensions of the tape but does state you will get random designs. I received a white tape with the bow design, a green tape with the bow design and a purple tape with the star design.

If you get your magnifing glass out, you can barely read the label where the dimensions are. Each tape is 18mm tall by 1m long. For the price the size is pretty reasonable. The tape seems pretty sticky and held on well to where I applied it.

Except for receiving the same pattern for two of the tapes, I am pretty satisfied.

***SELLER*** ------- If you add the dimensions to the listing, you will get better reviews. People will know exactly what they are purchasing.Great for card making, scrapbooking and more!Great for card making, scrapbooking and more!Great for card making, scrapbooking and more!",https://images-na.ssl-images-amazon.com/images/I/71kxogj7O1L._SY88.jpg,positive,happiness
161,"I used this to create portrait cases for a celebrity gifting event. I'm so pleased with it! It stayed wet long enough to get the embossing powder on and didn't smudge. It would be nice if it was a *bit* sticker. I did notice some not-so-sticky spots at times where the powder didn't stay as well after dumping the excess off.

One thing I did notice is that the lid doesnt stay on very tight so I wonder about it drying out sooner? I will keep an eye on it and be sure to update if this does happen!Used this to create portrait cases!Used this to create portrait cases!Used this to create portrait cases!",https://images-na.ssl-images-amazon.com/images/I/81pJdJ-gfnL._SY88.jpg,positive,sadness
162,"The jump rings are really nice.  They are a bright silver in color.  So, if you are not looking for that color then you will need to check out one of the other colors they offer.  When you receive the container of jump rings, take the time to look at it.  Each compartment is labeled with the size of the jump ring in it.  This is very well organized and each compartment locks nicely.  These jump rings are open, which is what I needed.  None of them look  faded or tarnished.  Some of them might need to be filed a little, but you get that with any you buy.  They open and close nicely and are easy to work with.  All in all, these jump rings are just what I am looking for. I received this for a discount in exchange for a honest an unbiased review. I DO NOT get paid to review items! If you find this helpful, don't forget to give it a thumbs up.Bright SilverBright SilverBright Silver",https://images-na.ssl-images-amazon.com/images/I/81ZSnuNFAZL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71H5f1C6r0L._SY88.jpg,positive,happiness
163,"I absolutely love these canvas pencils organizers. I ordered 4 of these & I am able to organize my pencils by groups of colors.  And for the most part if you have a 72-Colors set,  you have just the right amount of spaces for all.
In my case I had a 120-Colors set so I just split up into 2 cases. See in pictures below.I am able to organize my pencils by groups of colorsI am able to organize my pencils by groups of colorsI am able to organize my pencils by groups of colors",https://images-na.ssl-images-amazon.com/images/I/81ns1IHkXtL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81oLkQlZbfL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81a47H4KV2L._SY88.jpg,positive,disgust
164,"Love this wool. Perfect for knit & crochet. It is very soft and squishy, the colors are vibrant and accurate to the photos, and the yarn itself is nice and thick, will NOT rip like certain types of merino.
My only complaints are that the wool sheds a little bit, and you often find little pieces of fuzz laying around after you work with it. Also, the Wool Ease in the ""Stripes"" category tends to have inconsistent sizes. sometimes the yarn is thicker in one spot, and thinner in another.
***A TIP: if you use Wool-Ease Thick & Quick as much as I do, try buying it online from Walmart- each skein is usually around 5$, I save a lot of money that way :)Lion Brand never disappoints! My go-to yarnLion Brand never disappoints! My go-to yarnLion Brand never disappoints! My go-to yarn",https://images-na.ssl-images-amazon.com/images/I/91iCkQySKDL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81FQ2JBUgsL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81FW-5Yf3GL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81FpcVfQ1oL._SY88.jpg,positive,happiness
165,"Love the colors. Attach securely to knit and crochet fabric. Attach and detach with one hand. I have read some reviews stating that these break easily when you attempt to snap them onto knitting needles; let me say that these markers are not made for snapping onto a knitting needle; yes, they would break if forced over a needle in that way.Love the colorsLove the colorsLove the colors",https://images-na.ssl-images-amazon.com/images/I/71dQ+ZV2ByL._SY88.jpg,positive,happiness
166,Good range of colors with no duplicates. Bright colors. Very chalky and dry. Easy to blend.Like itLike itLike it,https://images-na.ssl-images-amazon.com/images/I/71uLHrY+VOL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61wL6v8k55L._SY88.jpg,positive,happiness
167,This is great!  I use it for my acrylic paints and need a second container. I took the lid off because it won't close with my 8 oz acrylic paint tubes upright and I don't need the lid.This is great! I use it for my acrylic paints and ...This is great! I use it for my acrylic paints and ...This is great! I use it for my acrylic paints and ...,https://images-na.ssl-images-amazon.com/images/I/716JOXCMtoL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71Qp7QZbHOL._SY88.jpg,positive,happiness
168,Shipped flat...easy to weed. Colors were good. Loved it. Will buy again.Great productGreat productGreat product,https://images-na.ssl-images-amazon.com/images/I/711FCo6SOLL._SY88.jpg,positive,happiness
169,I loved working with this yarn and created several baby star blankets using white and bonbon or white and wildflower. One think though is that the texture of the solid color seems slightly thicker and dense than the multicolors.Great for baby blanketsGreat for baby blanketsGreat for baby blankets,https://images-na.ssl-images-amazon.com/images/I/81N+kWUm5TL._SY88.jpg,positive,happiness
170,This is full of harmful chemicals. I should have read the ingredients befor purchasing. Will look for organic in the future! It does lather nicely. You can add what ever you want to this soap.ChemicalsChemicalsChemicals,https://images-na.ssl-images-amazon.com/images/I/71aHWpCf0FL._SY88.jpg,positive,happiness
171,Perfect color! Packets say to add water and shake but the pouch did not dissolve fully and caused issues with application.Great color!Great color!Great color!,https://images-na.ssl-images-amazon.com/images/I/81CMWnljL7L._SY88.jpg,positive,happiness
172,"I use these on our framed chalk boards that we have hanging in our hallway.  They don't smudge or smear if they get touched, and we can update, change or create new meme's or messages by wiping them clean with water and a paper towel.  They are ""wet erase"" and long lasting.  The set comes with two 6mm wide tips and two 3mm fine point tips and all of the marker tips are conveniently changeable to be chisel or bullet points; even more versatile!

The bright white is so much more vivid that conventional chalk.

I was able to pick these up with a discount from the manufacturer to review after using them.  I am happy with the quality!  I also really like that these include a smaller tip (3mm) for fine lines, as most sets of chalk markers don't include the fine tips.  It makes doodling with the chalk markers easier and adds variety.The set comes with two 6mm wide tips and two 3mm fine point tips and all of the marker tips are ...The set comes with two 6mm wide tips and two 3mm fine point tips and all of the marker tips are ...The set comes with two 6mm wide tips and two 3mm fine point tips and all of the marker tips are ...",https://images-na.ssl-images-amazon.com/images/I/71PbN0W8TML._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/615BZjZ2-OL._SY88.jpg,positive,happiness
173,"Wow; this is great!!!
Turns quietly. A tiny occasional wood-on-wood squeak to make the cats happy. Sounds very much like a bird, but only occasionally make even that noise. You won't wake anyone up if you use it at 2 am. There is no rattle, no bounce, and it stays put on the table without moving, even when you pull on the yarn. You could probably make it 100% silent with a bar of soap, but it's 95% silent anyway.
Pegs fit snugly and remove easily.
Turns smoothly.
Looks pretty.
Wood is unfinished and smooth.
Simple, smart and oh so much easier (and works better) than asking someone else to hold the yarn for you.

Need to buy a yarn ball winder to go with it, if you want the whole system -- which I recommend.

Adjustable size from really small to really really big. Don't worry -- your skein will fit.Those crazy Amish always come up with the most elegant solutions!Those crazy Amish always come up with the most elegant solutions!Those crazy Amish always come up with the most elegant solutions!",https://images-na.ssl-images-amazon.com/images/I/51d+RsxSrFL._SY88.jpg,positive,happiness
174,"Although this pen is PERFECT for illustrating and journaling my Bible, I'm very sad that it ran out of ink already and I've only had it a few days Runs out of ink quicklyRuns out of ink quicklyRuns out of ink quickly",https://images-na.ssl-images-amazon.com/images/I/81hR0-MtZUL._SY88.jpg,positive,surprise
175,"These watercolours took almost 4 weeks to get to me in the Caribbean. I finally got them however. The seller packaged the box in a tight cardboard box apparently without bubble wrap so that the watercolour brand box packaging was a bit squashed when it came to me. The  palette was fine though as it is made from fairly sturdy plastic. The watercolours are so bright and rich in colour and easily rewetted. I can't wait to start painting with them. Some of the colours are more opaque and some much more transparent. I use Holbein paints now but these ones seem more vivid.

These are great for serious students and artists who want to work in watercolour with good tools. This set can teach you about the property of different pigments and colour mixing. This can also be used for work that you want to reproduce because the colours are quite vivid. I wasn't sure how lightfast the colours are but I found some lightfastness ratings and the pigment used on the wrapper of the pans. I don't know a lot about this brand so if you want to be sure you could use brand with more documented lightfastness ratings like Winsor & Newton, Senneiler, Schmincke, Maimeriblu etc. Having said that these are pretty easy to work with and come in a nice plastic case - which I think is the same one the large Cotman set comes in. For the price this is really quite good.Great value, vivid coloursGreat value, vivid coloursGreat value, vivid colours",https://images-na.ssl-images-amazon.com/images/I/71UsBjPNsgL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71yRh76vcXL._SY88.jpg,positive,happiness
176,I have never had any problems with yarn purchase from here. Picture is a V - Stitch ScarfFive StarsFive StarsFive Stars,https://images-na.ssl-images-amazon.com/images/I/71SehlVroFL._SY88.jpg,positive,happiness
177,"I don't regret theses at all! Now it took a bit to learn how to use these so let me save you some time. These are more background watercolors/writing beautifully with watercolor to stay in the same media. In the picture I put up you can see the green and gray which are these  watercolor brush pens. These pens don't blend well but the pigment sure moves but I recommend going at these with more of a color pencil style that you plan to blend. What I mean is you want to work from the darker areas first and spread it out because sometimes the pigment is absorbed so well into the paper the original line will remain transparent in the background through the lighter watercolor. You can really see that in the Easter Egg card with the gold background.

I tend to go over the background watercolor with either color pencil or watercolor pencil (working in layers)

These pens don't come marked so I highly recommend you leave them in the order that they arrived and make a color sample for your own reference. My own sheet is not equal in size square if squares but you can see the difference in the amount of pigment willing to move on cold press watercolor. I have had these markers for 6 months, none of my arrived dried out. They still work as good as I got them but I do make sure I double snap the close, it is very easy not to fully cap these markers. If you just keep putting them back in the case, you will know if they don't fit that they are no closed.

I love these markers and I plan to buy these when I'm out!!! <3Secret weapon on art piecesSecret weapon on art piecesSecret weapon on art pieces",https://images-na.ssl-images-amazon.com/images/I/713NvJyfuUL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71Sr10zV0SL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71AYK7gAgWL._SY88.jpg,positive,happiness
178,"I'm a starter painter and have learned first hand it is easier to work with acrylics than oils. Acrylics are easier to mold, dry faster and are easier on brushes! The variety of colors is nice for a beginner and the quality seems good enough, at least for a starter. It took 48 hours to dry which wasn't an easy wait for someone as impatient as me, and required a place for it to dry. If you are considering these for children, be forewarned, after painting, you will need to find a place far from little hands to leave them for up to two days to dry, otherwise it'll get messy!

I purchased a simple starter set of brushes&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Loew-Cornell-Brush-Set-Value-Pack/dp/B000U68YJI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Loew-Cornell Brush Set Value Pack</a>&nbsp;that I'm very happy with. It took  more than a half hour to try to clean my brushed up, and I still couldn't get rid of the color. Eventually I used a sponge brush (after getting tired of having to clean the bristles), and I couldn't clean those out either. Bottom line, buy a set of brushes just for oils, and perhaps use some brush cleaners (I just used soap).

If you know how to use oils, have no problem with drying time or brush cleaning, these are a nice oil paint set. Good variety of colors and enough to cover 20 8x10 canvases (I only use a light layer). They're a great starter set for anyone moving on from acrylics or watercolors but if you are a total novice to painting, I would suggest starting with acrylics, then watercolors and then oil. Happy painting!

Update: Second time around, I purchased&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Reeves-24-Tubes-Oil-Color-Tube-Set-10ml/dp/B00E9KI842/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Reeves 24-Tubes Oil Color Tube Set, 10ml</a>&nbsp;instead of this and I am much happier with the new ones. The colors and selection of this set are great, but the tubes aren't secure and they leaked oil into the can I keep them in, it was a headache to clean out. I also noticed that the little stickers that indicate the paint colors are held on with a weak adhesive that came off within a few days making its a pain to differentiate the colors. To open each tube, you need to turn the cap upside down and screw it into the closed tube, this is messy and leaves the paint on the cap which is the only real way I can tell what color the tube contains, but does make a mess wherever you store it. I'd recommend Reeves for frustration-free tubes, it's worth the extra price ( and the extra star).Good Variety & QualityGood Variety & QualityGood Variety & Quality",https://images-na.ssl-images-amazon.com/images/I/81m36+F3JqL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71ik7e0QTnL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71pPahSB3CL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71BFSaCSe2L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/713EjXdoLxL._SY88.jpg,positive,happiness
179,I really liked this! Perfect spacer for my bracelet... it made my creation pop up more... not cheap lookingI really liked this! Perfect spacer for my braceletI really liked this! Perfect spacer for my braceletI really liked this! Perfect spacer for my bracelet,https://images-na.ssl-images-amazon.com/images/I/815IraC8VKL._SY88.jpg,positive,happiness
180,"Super soft and gorgeous yarn to crochet! I made several scarves so far with this, and although it was a little big of a challenge to crochet with at first, but I got used to it. I love the yarn! I also love the light blue one.Super soft!Super soft!Super soft!",https://images-na.ssl-images-amazon.com/images/I/71iPE2LiYyL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61Ht9MjzAoL._SY88.jpg,positive,surprise
181,Awesome and amazing packaging!Looks good!Looks good!Looks good!,https://images-na.ssl-images-amazon.com/images/I/716B2A0u+vL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/710y6EhsW3L._SY88.jpg,positive,happiness
182,Great vibrant colors and very easy to use!!Very easy to useVery easy to useVery easy to use,https://images-na.ssl-images-amazon.com/images/I/71MwkW5FUaL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71zXjh3KlJL._SY88.jpg,positive,happiness
183,Be aware these feathers are very small.One StarOne StarOne Star,https://images-na.ssl-images-amazon.com/images/I/81SrH9x8LpL._SY88.jpg,positive,happiness
184,OMG! I cant get enough of this soap making. The goat milk soap base is so truly  amazing. I been making a lot of soap and I sill have so much left. I am going to buy more and more. This is a great priced bade soap I am sticking to this soap base.RECOMMENDED 100%RECOMMENDED 100%RECOMMENDED 100%,https://images-na.ssl-images-amazon.com/images/I/71IQAoj1u0L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71ZqwCUNXbL._SY88.jpg,positive,happiness
185,"I bought this at my local walmart for $2.99.

I think its great! Yes, per the description it does NOT come with the bobbins. I bought those separately, but it fits any standard size and does not need to be Singer brand.

I like that its clear and I can see the colors through the case. As other reviews pointed out, it does not latch. I keep mine on top of my Ikea table that I use as a sewing table, and when stored, in one of the drawers, so its also stored flat. I've never had them dump out.

I don't have that many bobbins, so I've never actually filled this. Usually when I run out of a color, I immediately refill it. I think its a nice box to easily see what you've got, keeps them separated and organized, easily accessible and the threads don't get tangled.This works perfectly for storing and organizing my bobbins!This works perfectly for storing and organizing my bobbins!This works perfectly for storing and organizing my bobbins!",https://images-na.ssl-images-amazon.com/images/I/81s6f+KFa3L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81nOwxOrvUL._SY88.jpg,positive,happiness
186,"As long as you don't go too close to the edges, this product is pretty bombJust don't get too close to the edgesJust don't get too close to the edgesJust don't get too close to the edges",https://images-na.ssl-images-amazon.com/images/I/7139uXFKsYL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61tGUDLeaZL._SY88.jpg,positive,happiness
187,"If you are like me, and you do multiple things at one time, this is for you! It has two clasps to hold your work and one I use as scratch pad - and is big enough for me to use anywhere because my house isn't big enough to have a good desk. I recommend this for colorists and all artists like - obviously if that's who it's for and I can't live without it.I don't have a desk I have this and I love it!I don't have a desk I have this and I love it!I don't have a desk I have this and I love it!",https://images-na.ssl-images-amazon.com/images/I/81uQvbsWCGL._SY88.jpg,positive,happiness
188,"I LOVE, LOVE, LOVE this Singer Quantum Stylist 9960!!!  After many hours researching for the best sewing machine for me, I couldn't  be happier. FANTASTIC price, impressive features and I still can't get over how incredibly FAST I received it. ONE DAY.  That's it, ordered on a Saturday, delivered the very next day.My favorite Amazon purchase to date! I'm SEW very delighted!!My favorite Amazon purchase to date! I'm SEW very delighted!!My favorite Amazon purchase to date! I'm SEW very delighted!!",https://images-na.ssl-images-amazon.com/images/I/71aqDJ78R0L._SY88.jpg,positive,happiness
189,"When I first open this package, I was a little disappointed in the way they were in their. I thought it was going to be a jumbled mess because of how they were overlapping and sitting on the bottom of this bag. When I pulled them out, not one of them was tangled. They were actually nicely placed in there so that they wouldn't overlap and all of the strands were put together by a little plastic tie.
There was not one kink in any of the necklaces. All of the clasps opened easily and there weren't any gaps within them that would cause a pendent to fall off. There were not any blemishes in the coding. You couldn't see the brass shine through the gold plating and any of the necklaces I received. They are really made and nice and long and they are long enough that I could pull them easily over my head to put them on without even unclaspung them. They are nice and light and very easy to layer as well.  There wasn't any pinching either which is a huge deal breaker for me. If a necklace pinches my skin at all I will never wear it. It's a great set and if I get back into jewelry making, I will definitely be getting these again.
I received these necklaces at a discounted price in exchange for my honest and unbiased review.No blemishes at allNo blemishes at allNo blemishes at all",https://images-na.ssl-images-amazon.com/images/I/81hE4vWODPL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/714C36kM0uL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/810-Cn599hL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81kYuJLP2-L._SY88.jpg,positive,surprise
190,These make wonderful scallops. I put them under circles. They cut beautifully..I use dryer sheets to avoid any 'poking'.Great BuyGreat BuyGreat Buy,https://images-na.ssl-images-amazon.com/images/I/71hsyf-GiBL._SY88.jpg,positive,happiness
191,Discretion in speech that color is rose gold and not gold darkened. I want my money backDiscretion in speech that color is rose gold and not gold darkened. I want my money backDiscretion in speech that color is rose gold and not gold darkened. I want my money backDiscretion in speech that color is rose gold and not gold darkened. I want my money back,https://images-na.ssl-images-amazon.com/images/I/81PWSGrRCSL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81+VMrhXcfL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81ase-FYVML._SY88.jpg,positive,happiness
192,"Four and a half stars because I feel like the set could perhaps have been better curated. I was really looking for an intro set that contained the CMY primaries, but they don't seem to sell one that way. It's been ages since I used artist acrylic, and these were a good deal, and I thought I'd try out the RYB(G) set until I could lay hands on other colors. Also, the product description up there is lacking some punctuation. This set includes six paints:
1 - Naphthol Red Light
2 - Hansa Yellow Medium
3 - Ultramarine Blue
4 - Permanent Green Light
5 - Mars Black
6 - Titanium White
All of these paints are transparent except the black (naphthol red is about halfway on the number scale, but it still appears quite transparent to me).

Well.  I like the paint. The paint is great. It's just that the palette you get from these colors is ... a little dull. They are all pretty, vibrant colors on their own, but I painted a color wheel to test out the mixing, and anything that mixed with the ultramarine (so shades of green and violet) just didn't do it for me, even though the blue itself is lovely. The greens have an olivey tone, and the violets are a bit heavy. I suppose that's why the perm. green was included, but doesn't explain the lack of violet.

I'll use them for sure, anyway, I'll just be looking to sooner pick up the CMY palette than if I'd been happier with the mixes I got with this set. I'm not sure what other manufacturers use as their ""accepted"" set of RYB primaries -- if this is a common one or if there is variance between them. I know Golden has put out a few different sets for different aims: a landscape set, a traditional set, etc. I hoped this one would be well-rounded enough to give me a wide range.

TLDR: Great paints. Good deal to try out artist acrylic. Not the greatest gamut by itself.4.54.54.5",https://images-na.ssl-images-amazon.com/images/I/71Idi9EHO4L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81FaoqbC0hL._SY88.jpg,positive,happiness
193,"These tools are extremely nice upon arrival. They are so sharp they can easily handle any task and the grip is awesome and the blades are covered with rubber coating so that you can protect sharp blade from accidental damage.
I used these tools to carve my ""chaos eater"" sword replica and it was a 1.13 m length pine wood sword with some awesome engravings but some chisels broke of tiny tips of their sharp bevel and when such thing happens you can no longer comfortably peel of the wood chips as before. Rounded bevels became dull the first, maybe because I used them a lot. Then i switched to straight ones and finalized the carving and if the blades remained as sharp as they were before I would give it a 5 star without second thoughts.
So if you buy these chisels do make sure that you have some proper sharpening equipment and honing material, because I tried to sharpen them at 400 grid wet stone and although i reached some level of sharpness they were not as sharp as initially. I guess I must try sharpening stones which have 4000 and 8000 grid and diamond stones are the best what I've heard so far.
Anyway, if you can handle sharpening, these babies are quite cool. And also I included a photo of the sword that I've carved with these tools.These tools are extremely nice upon arrivalThese tools are extremely nice upon arrivalThese tools are extremely nice upon arrival",https://images-na.ssl-images-amazon.com/images/I/81wBChaEIgL._SY88.jpg,positive,happiness
